NombreEstacion;Parametro;Fecha;Valor;Ciudad;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;20/12/2015 0:00;19;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;21/12/2015 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;22/12/2015 0:00;17.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;23/12/2015 0:00;18.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;24/12/2015 0:00;19.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;25/12/2015 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;26/12/2015 0:00;17;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;27/12/2015 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;28/12/2015 0:00;20.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;29/12/2015 0:00;17.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;30/12/2015 0:00;20.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;31/12/2015 0:00;19.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;1/01/2016 0:00;19.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;2/01/2016 0:00;19;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;3/01/2016 0:00;18.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;4/01/2016 0:00;18.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;5/01/2016 0:00;17;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;6/01/2016 0:00;18.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;7/01/2016 0:00;18.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;8/01/2016 0:00;19.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;9/01/2016 0:00;18.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;10/01/2016 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;11/01/2016 0:00;17.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;12/01/2016 0:00;16.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;13/01/2016 0:00;16.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;14/01/2016 0:00;19.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;15/01/2016 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;16/01/2016 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;17/01/2016 0:00;17.9;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;18/01/2016 0:00;15.9;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;19/01/2016 0:00;17.1;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;20/01/2016 0:00;17;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;21/01/2016 0:00;17.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;22/01/2016 0:00;19.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;23/01/2016 0:00;18.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;24/01/2016 0:00;19.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;25/01/2016 0:00;18.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;26/01/2016 0:00;17.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;27/01/2016 0:00;19.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;28/01/2016 0:00;20;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;29/01/2016 0:00;20;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;30/01/2016 0:00;19.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;31/01/2016 0:00;17.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;1/02/2016 0:00;19;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;2/02/2016 0:00;18.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;3/02/2016 0:00;19.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;4/02/2016 0:00;18.1;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;5/02/2016 0:00;19.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;6/02/2016 0:00;19.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;7/02/2016 0:00;19.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;8/02/2016 0:00;18.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;9/02/2016 0:00;19.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;10/02/2016 0:00;19.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;11/02/2016 0:00;19.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;12/02/2016 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;13/02/2016 0:00;19.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;14/02/2016 0:00;20.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;15/02/2016 0:00;20.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;16/02/2016 0:00;19;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;17/02/2016 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;18/02/2016 0:00;18.1;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;19/02/2016 0:00;20.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;20/02/2016 0:00;20.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;21/02/2016 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;22/02/2016 0:00;18.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;23/02/2016 0:00;18.9;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;24/02/2016 0:00;19.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;25/02/2016 0:00;20.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;26/02/2016 0:00;17.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;27/02/2016 0:00;17.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;28/02/2016 0:00;20.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;29/02/2016 0:00;20.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;1/03/2016 0:00;19.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;2/03/2016 0:00;18.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;3/03/2016 0:00;20.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;4/03/2016 0:00;20;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;5/03/2016 0:00;19.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;6/03/2016 0:00;20.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;7/03/2016 0:00;18.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;8/03/2016 0:00;18.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;9/03/2016 0:00;18.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;10/03/2016 0:00;19.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;11/03/2016 0:00;17.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;12/03/2016 0:00;19;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;13/03/2016 0:00;20.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;14/03/2016 0:00;18.9;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;15/03/2016 0:00;19.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;16/03/2016 0:00;19.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;17/03/2016 0:00;20.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;18/03/2016 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;19/03/2016 0:00;20.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;20/03/2016 0:00;19.1;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;21/03/2016 0:00;17.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;22/03/2016 0:00;20.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;23/03/2016 0:00;18.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;24/03/2016 0:00;19.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;25/03/2016 0:00;19.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;26/03/2016 0:00;19.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;27/03/2016 0:00;21.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;28/03/2016 0:00;20;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;29/03/2016 0:00;18.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;30/03/2016 0:00;18.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;31/03/2016 0:00;17;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;1/04/2016 0:00;19.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;2/04/2016 0:00;18.1;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;3/04/2016 0:00;19.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;4/04/2016 0:00;17.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;5/04/2016 0:00;18.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;6/04/2016 0:00;18.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;7/04/2016 0:00;20.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;8/04/2016 0:00;19.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;9/04/2016 0:00;19.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;10/04/2016 0:00;19;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;11/04/2016 0:00;17.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;12/04/2016 0:00;18.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;13/04/2016 0:00;17.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;14/04/2016 0:00;17.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;15/04/2016 0:00;19.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;16/04/2016 0:00;20.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;17/04/2016 0:00;20;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;18/04/2016 0:00;19.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;19/04/2016 0:00;19;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;20/04/2016 0:00;19.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;21/04/2016 0:00;19.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;22/04/2016 0:00;20;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;23/04/2016 0:00;19.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;24/04/2016 0:00;20;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;25/04/2016 0:00;17.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;26/04/2016 0:00;18.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;27/04/2016 0:00;17.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;28/04/2016 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;29/04/2016 0:00;18.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;30/04/2016 0:00;17.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;1/05/2016 0:00;18.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;2/05/2016 0:00;18.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;3/05/2016 0:00;18.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;4/05/2016 0:00;18.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;5/05/2016 0:00;16.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;6/05/2016 0:00;19.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;7/05/2016 0:00;16.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;8/05/2016 0:00;18.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;9/05/2016 0:00;18.1;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;10/05/2016 0:00;17.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;11/05/2016 0:00;16.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;12/05/2016 0:00;18.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;13/05/2016 0:00;19.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;14/05/2016 0:00;18.1;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;15/05/2016 0:00;18.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;16/05/2016 0:00;17.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;17/05/2016 0:00;18.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;18/05/2016 0:00;17.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;19/05/2016 0:00;19.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;20/05/2016 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;21/05/2016 0:00;20;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;22/05/2016 0:00;20;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;23/05/2016 0:00;20.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;24/05/2016 0:00;19.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;25/05/2016 0:00;19.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;26/05/2016 0:00;17.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;27/05/2016 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;28/05/2016 0:00;19.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;29/05/2016 0:00;19;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;30/05/2016 0:00;17;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;31/05/2016 0:00;17.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;1/06/2016 0:00;17.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;2/06/2016 0:00;18.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;3/06/2016 0:00;18.9;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;4/06/2016 0:00;15.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;5/06/2016 0:00;16;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;6/06/2016 0:00;17;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;7/06/2016 0:00;18.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;8/06/2016 0:00;16;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;9/06/2016 0:00;18.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;10/06/2016 0:00;16.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;11/06/2016 0:00;18.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;12/06/2016 0:00;17.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;13/06/2016 0:00;18.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;14/06/2016 0:00;18.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;15/06/2016 0:00;17.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;16/06/2016 0:00;15.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;17/06/2016 0:00;17.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;18/06/2016 0:00;18.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;19/06/2016 0:00;17.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;20/06/2016 0:00;17.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;21/06/2016 0:00;17.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;22/06/2016 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;23/06/2016 0:00;19;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;24/06/2016 0:00;17.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;25/06/2016 0:00;17.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;26/06/2016 0:00;18.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;27/06/2016 0:00;17.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;28/06/2016 0:00;16.9;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;29/06/2016 0:00;16.1;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;30/06/2016 0:00;19.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;1/07/2016 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;2/07/2016 0:00;18.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;3/07/2016 0:00;17.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;4/07/2016 0:00;18.1;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;5/07/2016 0:00;18.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;6/07/2016 0:00;17.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;7/07/2016 0:00;16.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;8/07/2016 0:00;18.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;9/07/2016 0:00;17;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;10/07/2016 0:00;18.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;11/07/2016 0:00;19;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;12/07/2016 0:00;16;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;13/07/2016 0:00;17.9;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;14/07/2016 0:00;17.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;15/07/2016 0:00;16.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;16/07/2016 0:00;17.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;17/07/2016 0:00;16.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;18/07/2016 0:00;17.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;19/07/2016 0:00;17.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;20/07/2016 0:00;17.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;21/07/2016 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;22/07/2016 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;23/07/2016 0:00;18.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;24/07/2016 0:00;17.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;25/07/2016 0:00;17.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;26/07/2016 0:00;18.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;27/07/2016 0:00;18;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;28/07/2016 0:00;16.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;29/07/2016 0:00;19;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;30/07/2016 0:00;18.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;31/07/2016 0:00;18.1;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;1/08/2016 0:00;18.6;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;2/08/2016 0:00;19.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;3/08/2016 0:00;19.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;4/08/2016 0:00;17.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;5/08/2016 0:00;18.7;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;6/08/2016 0:00;19.4;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;7/08/2016 0:00;18.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;8/08/2016 0:00;18.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;9/08/2016 0:00;19.5;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;10/08/2016 0:00;17.8;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;11/08/2016 0:00;19;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;12/08/2016 0:00;18.2;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;13/08/2016 0:00;17.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;14/08/2016 0:00;19.1;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;15/08/2016 0:00;19.3;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;16/08/2016 0:00;19;Medellin;;;;
AEROPUERTO OLAYA HERRERA [27015330];Temperatura minima diaria;17/08/2016 0:00;18.2;Medellin;;;;
